Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH,DELAYED_REASON,FAULT_NATURE,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,IBIS HOTEL,34424,AMBEWADI NO.3,17979,1)VILE PARLE EAST NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FPI MALFUNCTION AT IBIS HOTEL S/S SW.NO.34425 (NOT GLOWN). 3) FPI MALFUNCTION AT AMBEWADI NO.3 S/S SW.NO.17979 (GLOWN). NO CONSUMER CONNECTED AT TAJ FLIGHT KITCHEN.FAULTY SECTION NOT ISOLATED DUE TO ACCESS PROBLEM AT TAJ FLIGHT KITCHEN (DEBRIS IN FRONT OF CSS DOOR).,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JUHU AERODROME NO.1,4454,JUHU AERODROME NO.3,25637,1)FAILED TO CLOSE MESCO AIRLINES S/S DMS SW.NO.17196 FAILED TO OPERATE FROM SCADA.,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHAJURIA ROAD,15926,TRIKAMDAS ROAD,18698,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHOTWADI NO.2,13556,KHOTWADI SOUTH,9080,1)DHIRAJ RESIDENCY NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)KHOTWADI SOUTH S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3)FAILED TO CLOSE - MULTIPLE COMMAND SAI BABA S/S DMS SW.NO.36141 FAILED TO OPERATE FROM SCADA. 4) DMS OFFLINE AT YOGNITI S/S. ISOLATION AND RESTORATION DELAYED DUE TO LOADING CONSTRAINT OF EXISTING HTCF 1) SANTACRUZ 30476 TO JAMNA MAHAL 2) 64 GREEN TO YOGNITI.,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAKHIJA ROYALE,37302,HRISHIKESH,6351,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR 3,9296,PANT NGR TRANSIT CAMP,26183,1) TRAFFIC DUE TO EXCAVATION ON 90 FT. RD..,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR 3,9296,PANT NGR TRANSIT CAMP,26183,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRATAP NAGAR PUMP HOUSE,15517,JOGESHWARI CAVES ROAD NO.1,2923,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,S C BROTHERS,2995,PRATAP NAGAR PUMP HOUSE,15519,1)JOGESHWARI CAVES ROAD NO.1 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,S N D T,7246,SANTACRUZ NORTH NO.2,14870,1)S N D T S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) STATE TRANSPORT RD NO. 2 DMS KEPT OFFLINE UNDER LOTO 3) LOADING CONSTRAINT DUE TO MULTIPLE CABLE FAULTS IN SAME CLUSTER..,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)AKRUTI ORCHID 2 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)FAILED TO CLOSE VIJAY SYNTHETICS S/S DMS SW.NO.05897 FAILED TO OPERATE FROM SCADA. 3) FPI MALFUNCTION AT AKRUTI ORCHID 2 S/S SW.NO.29035 (GLOWN).,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN SHIVAM CENTRIUM S/S SW.NO.37619 FAILED TO OPERATE FROM SCADA.,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SANKALPITA,32947,SIXTEENTH ROAD (16TH ROAD),12211,1)SIXTEENTH ROAD (16TH ROAD) S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2) DMS OFFLINE AT UNION PARK NO.1 S/S. 3) FPI MALFUNCTION AT SIXTEENTH (16TH) ROAD NO 2 S/S SW.NO.31336 (NOT GLOWN).,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAVOY CHAMBER,34808,STATE TRANSPORT ROAD NO.2,6647,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1) FPI MALFUNCTION AT NATRAJ (CINEMA) S/S SW.NO.07608 (GLOWN). 2)FAILED TO CLOSE JEEVAN BAHAR S/S DMS SW.NO.02721 FAILED TO OPERATE FROM SCADA. 3)FAILED TO CLOSE NATRAJ (CINEMA) S/S DMS SW.NO.07608 FAILED TO OPERATE FROM SCADA.,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,UNION PARK 4,26757,NEW SAI SRUSHTI,35122,1)FAILED TO OPEN UNION PARK 4 S/S DMS SW.NO.26757 FAILED TO OPERATE FROM SCADA.,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1) FPI MALFUNCTION AT TERITEX S/S SW.NO.16392 (GLOWN). 2)FAILED TO CLOSE CLIPWALA S/S DMS SW.NO.05313 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN ANSA EST 1 S/S DMS SW.NO.05659 FAILED TO OPERATE FROM SCADA.,,
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WADHAWALI,26215,GOLF CLUB,2169,1) FPI MALFUNCTION AT WADHAWALI S/S SW.NO.26215 (NOT GLOWN). 2) FPI MALFUNCTION AT WADHAWALI S/S SW.NO.26216 (NOT GLOWN). 3). WADHAVALI S/S BOTH SWITCHES OPERATED AFTER GIVING MULTIPLE COMMANDS.,,
225+240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,,1) DMS OFFLINE AT CHARMEE ENCLAVE S/S.,,
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHARAT TEERTH,7981,GOLF VIEW CHS,40137,,,
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHEMBUR NALINI,35899,SHREE SUNDER,6384,1) FPI MALFUNCTION AT BHARAT TEERTH S/S SW.NO.07981 (NOT GLOWN). 2) DMS OFFLINE AT SUNNY EST S/S.,,
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAHESH CHS,37539,MILAN CO-OP,31763,1) DMS OFFLINE AT GDC HOUSE NO.2 S/S. 2) FPI MALFUNCTION AT STATE TRANSPORT ROAD NO.2 S/S SW.NO.06649 (NOT GLOWN). STATE TRANSPORT ROAD NO.1 40% SUPPLY RESTORED ON DG SET AT 21:05 HRS. STATE TRANSPORT ROAD NO.1 100% SUPPLY RESTORED ON DG SET AT 21:50 HRS. MILAN CO-OP 100% SUPPLY RESTORED ON DG SET AT 18:34 HRS. SANTACRUZ NORTH NO.2 30% SUPPLY RESTORED ON DG SET AT 22:30 HRS. SANTACRUZ NORTH NO.2 100% SUPPLY RESTORED ON DG SET AT 23:35 HRS.,,
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RAJDEEP,9429,KURLA AL-SABA,37932,1) FPI MALFUNCTION AT MAHILA ASHRAM S/S SW.NO.04913 (NOT GLOWN). 2)FAILED TO OPEN MAHILA ASHRAM S/S DMS SW.NO.04913 FAILED TO OPERATE FROM SCADA.,,
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,S N D T,7246,SANTACRUZ NORTH NO.2,14870,1) DMS OFFLINE AT STATE TRANSPORT ROAD NO.1 S/S. 2) DMS OFFLINE AT S N D T S/S. 3) DMS OFFLINE AT DEVRUP S/S. 4)FAILED TO OPEN TAGORE ROAD S/S DMS SW.NO.25979 FAILED TO OPERATE FROM SCADA. 5) FPI MALFUNCTION AT DEVRUP S/S SW.NO.04500 (NOT GLOWN). 6) RESTORATION DELAY DUE TO LOADING CONSTRAINT DUE TO HTCF BETWEEN KAMALA SPACES S/S. TO STATE TRANSPORT RD NO.2 S/S..,,
225+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,S N D T,7246,SANTACRUZ NORTH NO.2,14870,1)JUHU TARA NO.4 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)S N D T S/S (DMS) WENT OFFLINE AFTER TRIPPING. SANTACRUZ NORTH NO.2 100% SUPPLY RESTORED ON DG SET AT 16:30 HRS. MAHESH CHS 100% SUPPLY RESTORED ON LT BACKFEEDING AT 17:15 HRS. STATE TRANSPORT ROAD NO.1 100% SUPPLY RESTORED ON DG SET AT 17:55 HRS. GDC HOUSE NO.2 100% SUPPLY RESTORED ON DG SET AT 14:15 HRS. MILAN CO-OP 100% AT 14:15 HRS.,,
225+300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRIME MALL,28341,GOKUL NEMIELLA,37164,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAINATH MARKET,4128,MALAD SUBWAY,9015,1)FAILED TO OPEN SAINATH MARKET S/S DMS SW.NO.04128 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN SAINATH MARKET S/S DMS SW.NO.14824 FAILED TO OPERATE FROM SCADA. 3)FAILED TO CLOSE MALAD TELEPHONE EXCHANGE S/S DMS SW.NO.04123 FAILED TO OPERATE FROM SCADA. 4)FAILED TO OPEN MALAD REC-STN SW.NO.29560 FAILED TO OPERATE FROM SCADA.,,
240SQ.MM,PILC,11KV,HTCF SECTION,A G NAGAR,11271,TARA SINGH,6201,1) FPI MALFUNCTION AT A G NAGAR S/S SW.NO.11271 (NOT GLOWN). 2)FAILED TO OPEN - MULTIPLE COMMAND RAMDEV PLAZA S/S DMS SW.NO.38286 FAILED TO OPERATE FROM SCADA. 3) SWITCH NO. 14858 AT AG NAGAR S/S WENT IN DISTURBED POSITION AFTER GIVING COMMAND.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,1)WADHAWALI S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,1)GOLF CLUB S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)WADHAWALI S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3)FAILED TO OPEN WADHAWALI S/S DMS SW.NO.26215 FAILED TO OPERATE FROM SCADA.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,ANUGIRI,17596,BHARAT NGR 2,12373,1) FPI MALFUNCTION AT MAHATMA PHULE NGR S/S SW.NO.12151 (GLOWN). 2) DMS OFFLINE AT ANUGIRI S/S.,,
240SQ.MM,PILC,11KV,HTCF SECTION,BARVE NGR SCHOOL,13587,HORSE SHOE VALLEY,5464,1)BARVE NGR SCHOOL S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2) DMS OFFLINE AT RIFLE RANGE 3 S/S. 3)FAILED TO CLOSE ASALPHA EKVIRA DARSHAN S/S DMS SW.NO.32477 FAILED TO OPERATE FROM SCADA.,,
240SQ.MM,PILC,11KV,HTCF SECTION,BHARAT NAGAR NO 5,19093,AMAR IND EST,31979,1)BHARAT NAGAR NO 5 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)KHARI PLINTH S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3) DMS OFFLINE AT KHARI PLINTH NO 2 S/S. 4)BREAKDOWN / NON-AVAILABILITY OF OPERATION SQUAD VEHICLE OPERATION SQUAD VEHICLE NOT AVAILABLE AT MIRA R/S SQUAD CARRIED OUT ALL THE OPERATIONS ON HIS BIKE. 5) MULTIPLE TRIPPING IN SAME AREA - ANOTHER FEEDER TRIPPING AT SHANTI STAR MIRA REC-STN SW.NO.35038..,,
240SQ.MM,PILC,11KV,HTCF SECTION,BIRLA LANE,19350,JUHU CENTAUR HOTEL NO.2,13371,1) DMS OFFLINE AT BIRLA LANE S/S.,,
240SQ.MM,PILC,11KV,HTCF SECTION,CHANDIVALI,7938,CHANDIVALI HSG 1,7929,1) FPI MALFUNCTION AT CHANDIVALI S/S SW.NO.07938 (NOT GLOWN). 2) FPI MALFUNCTION AT POWAI HSG 3 S/S SW.NO.13040 (NOT GLOWN). 3) FEEDER TRIPPING AT MAHUL SRA REC-STN SW.NO.3608. 2) HEAVY TRAFFIC ON ANDHERI KURLA ROAD SAKI NAKA SIGNAL ADI SHANKARACHARYA MARG 3) DUE TO EXCAVATION WORK ON CHANDIVALI ROAD NO VEHICLE ACCESS TO CHANDIVALI S/S ISOLATION CARRIED OUT BY WALKING.,,
240SQ.MM,PILC,11KV,HTCF SECTION,CHEMBUR HOSP.,16550,SWASTIC PARK 2,11072,,,
240SQ.MM,PILC,11KV,HTCF SECTION,CHEMBUR NORTH 1,31685,SHELL CLY RD,17970,1)CHEMBUR NORTH 1 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FPI MALFUNCTION AT CHEMBUR NORTH 1 S/S SW.NO.02726 (NOT GLOWN).,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,DAHISAR PARIJAT,15229,RAVALPADA,7729,,,
240SQ.MM,PILC,11KV,HTCF SECTION,DAHISAR PARIJAT,15229,RAVALPADA,7729,1) DMS OFFLINE AT RAVALPADA S/S.,,
240SQ.MM,PILC,11KV,HTCF SECTION,DAHISAR SUBWAY NO 1,39361,DAHISAR SUBWAY NO 2,7488,,,
240SQ.MM,PILC,11KV,HTCF SECTION,DAHISAR SUBWAY NO 1,39361,DAHISAR SUBWAY NO 2,7488,,,
240SQ.MM,PILC,11KV,HTCF SECTION,DAHISAR SUBWAY NO 1,39361,DAHISAR SUBWAY NO 2,7488,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,FIFTEENTH (15TH) ROAD NO.2,19418,TWENTIETH ROAD (20TH),10922,1)FIFTEENTH (15TH) ROAD NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FPI MALFUNCTION AT TWENTIETH ROAD (20TH) S/S SW.NO.10922 (GLOWN). 3) 20TH RD CSS SW NO.10886 OPERATED AFTER MULTIPLE COMMANDS.,,
240SQ.MM,PILC,11KV,HTCF SECTION,FIFTEENTH (15TH) ROAD NO.2,19418,TWENTIETH ROAD (20TH),10922,OPERATION SQUAD WAS BUSY ON ANOTHER TRIPPING..,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,HARI SHIVAM,9842,ANDHERI WEST,14967,1)ANDHERI GAOTHAN S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2)FAILED TO CLOSE ANDHERI GAOTHAN S/S DMS SW.NO.05803 FAILED TO OPERATE FROM SCADA.,,
240SQ.MM,PILC,11KV,HTCF SECTION,HARIYALI NORTH 4,11440,HARIYALI NORTH 3,10624,1) ACCESS PROBLEM AT HARIYALI NORTH 4 S/S SPECIAL LOCK AT S/S ... KEY AVAILABLE AT TAGORE NAGAR DSS.,,
240SQ.MM,PILC,11KV,HTCF SECTION,HARIYALI NORTH 4,11440,HARIYALI NORTH 3,10624,,,
240SQ.MM,PILC,11KV,HTCF SECTION,HETAL ARCH,26116,ZAKERIA ROAD,10814,,,
240SQ.MM,PILC,11KV,HTCF SECTION,JAYANAND KHIRA NO.2,17173,JAYANAND KHIRA NO.1,472,1)JAYANAND KHIRA NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2)KAMALA SPACES S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3)GDC HOUSE NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING. 4)MAHESH CHS S/S (DMS) WENT OFFLINE AFTER TRIPPING. 5)FAILED TO CLOSE SARASWATI RD. REC-STN SW.NO.35802 FAILED TO OPERATE FROM SCADA & LOCALLY ELECTRICALLY.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,JUHU WIRELESS,25365,DYNAMIX MALL,25834,1) FEEDER TRIPPING AT JUHU NORTH REC-STN SW.NO.33002. 2) FEEDER TRIPPING AT JUHU NORTH REC-STN SW.NO.33001.,,
240SQ.MM,PILC,11KV,HTCF SECTION,KAILASH IND EST 2,13962,KAILASH IND EST 3,15134,1). ACCESS PROBLEM AT PARKSITE REHAB HSG S/S. 2). SLIGHT TRAFFIC ON LBS RD.,,
240SQ.MM,PILC,11KV,HTCF SECTION,KAMALA RAMAN NGR 2,31249,DEONAR HSG.1,7602,1) FPI MALFUNCTION AT KAMALA RAMAN NGR 2 S/S SW.NO.31249 (NOT GLOWN).,,
240SQ.MM,PILC,11KV,HTCF SECTION,KANU MAMA,6842,AKURLI ROAD EAST,9378,1)BALAJI IND.ESTATE NO.2 S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
240SQ.MM,PILC,11KV,HTCF SECTION,KOHINOOR INDUSTRIES,7704,KALE RUBBER,14646,1)FAILED TO OPEN KOHINOOR INDUSTRIES S/S DMS SW.NO.07704 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN KOHINOOR INDUSTRIES S/S DMS SW.NO.07705 FAILED TO OPERATE FROM SCADA. 3)FAILED TO OPEN KOHINOOR INDUSTRIES S/S DMS SW.NO.07706 FAILED TO OPERATE FROM SCADA.,,
240SQ.MM,PILC,11KV,HTCF SECTION,KYLEMORE,9655,MEHBOOB,342,1) DMS OFFLINE AT MEHBOOB S/S.,,
240SQ.MM,PILC,11KV,HTCF SECTION,LAXMI NGR 4,28857,VIKHROLI BUS DEPOT EAST,5661,1) FPI MALFUNCTION AT LAXMI NGR 4 S/S SW.NO.28855 (NOT GLOWN).,,
240SQ.MM,PILC,11KV,HTCF SECTION,LAXMI NGR 4,28857,VIKHROLI BUS DEPOT EAST,5661,1) FPI MALFUNCTION AT LAXMI NGR 4 S/S SW.NO.28857 (NOT GLOWN). 2) SW.6570 AUTO TRIP DID NOT APPEAR ON SCADA SCREEN 3)SW.6570 WAS SHOWING ON ON SCADA WHEREAS ON SITE IT WAS ACTUALLY TRIPPED 4) HEAVY TRAFFIC ON LBS RD.. FEEDER TRIPPING CAME IN KNOWLEDGE WHILE ATTENDING NO-SUPPLY COMPLAINTS OF LAXMI NGR NO.4 S/S FIRST COMPLAINT RECIEVED AT 15:11 HRS NO. OF COMPLAINTS : 03 INFORMED BY CMC AT 15:52 HRS OPERATION SQUAD REPORTED AT 16:20 HRS ISOLATION DONE ON CHHEDA NGR R/S SW.18832.,,
240SQ.MM,PILC,11KV,HTCF SECTION,LOKHANDWALA WEST NO.1,12560,APANA GHAR NO.1,6865,1) FPI MALFUNCTION AT LOKHANDWALA WEST NO.1 S/S SW.NO.12560 (NOT GLOWN). 2) FPI MALFUNCTION AT LOKHANDWALA WEST NO.1 S/S SW.NO.11953 (NOT GLOWN). 3) DMS OFFLINE AT APANA GHAR NO.1 S/S.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,MAHINDRA PARK 2,19436,KURLA IND 1,750,1) FPI MALFUNCTION AT MAHINDRA PARK 2 S/S SW.NO.19436 (NOT GLOWN). 2)FAILED TO CLOSE MAHINDRA PARK 2 S/S DMS SW.NO.19436 FAILED TO OPERATE FROM SCADA. 3)FAILED TO CLOSE MAHINDRA PARK 2 S/S DMS SW.NO.19434 FAILED TO OPERATE FROM SCADA. 4)FAILED TO CLOSE MAHINDRA PARK 2 S/S DMS SW.NO.19435 FAILED TO OPERATE FROM SCADA. 5)FAILED TO OPEN KURLA IND 1 S/S DMS SW.NO.00751 FAILED TO OPERATE FROM SCADA. 6) ACCESS PROBLEM AT KURLA IND 2 S/S PRIVATE LOCK IN CSS KEYS KEPT AT ANOTHER OFFICE OF THE CONSUMER.,,
240SQ.MM,PILC,11KV,HTCF SECTION,MALVANI HOSPITAL,10370,MALVANI COLONY NO.5,36366,1)FAILED TO OPEN MALVANI HOSPITAL S/S DMS SW.NO.10370 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN MALVANI HOSPITAL S/S DMS SW.NO.10371 FAILED TO OPERATE FROM SCADA. 3)MALVANI HOSPITAL S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
240SQ.MM,PILC,11KV,HTCF SECTION,MILITARY ROAD NO.2,14872,K B M COMPOUND,15406,1) HEAVY TRAFFIC ON MAROL MAROSHI ROAD.,,
240SQ.MM,PILC,11KV,HTCF SECTION,MUNJAL NGR,40144,CHEMBUR NORTH 1,2726,1)FAILED TO OPEN CHEMBUR NORTH 1 S/S DMS SW.NO.02726 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN STATION AVENUE S/S DMS SW.NO.04960 FAILED TO OPERATE FROM SCADA. 3) HEAVY TRAFFIC ON AMAR MAHAL SIGNAL .,,
240SQ.MM,PILC,11KV,HTCF SECTION,NALANDA,15687,GHATKOPAR EAST 3,10941,1)FAILED TO OPEN NALANDA S/S DMS SW.NO.15687 FAILED TO OPERATE FROM SCADA. GHATKOPAR EAST 3 20% SUPPLY RESTORED ON LT BACKFEEDING AT 18:50 HRS. GHATKOPAR EAST 3 40% AT 19:50 HRS. GHATKOPAR EAST 3 60% AT 20:50 HRS. GHATKOPAR EAST 3 100% SUPPLY RESTORED ON DG SET AT 05:30 HRS. GHATKOPAR EAST 3 S/S AFFECTED DUE TO EXISTING HTCF BETWEEN GHATKOPAR EAST 4 S/S TO GHATKOPAR EAST 3 S/S..,,
,,,,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,NATWAR PAREKH 1,39911,DEONAR NORTH 1,5703,1)NATWAR PAREKH 4 S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. 2) FPI MALFUNCTION AT NATWAR PAREKH 1 S/S SW.NO.39911 (NOT GLOWN).,,
240SQ.MM,PILC,11KV,HTCF SECTION,NAVGHAR TEMPLE,11566,RAM GANGA APARTMENT,18611,,,
240SQ.MM,PILC,11KV,HTCF SECTION,NAYA NAGAR NO 2,15217,NARENDRA PARK,12590,1)FAILED TO OPEN NAYA NAGAR NO 2 S/S DMS SW.NO.15217 FAILED TO OPERATE FROM SCADA.,,
240SQ.MM,PILC,11KV,HTCF SECTION,NEW MILL RD,11668,KURLA MARKET,11225,,,
240SQ.MM,PILC,11KV,HTCF SECTION,ODHAV NAGAR NORTH,5818,SHREE ADINATH TOWER,18313,1)GREEN VIEW S/S (DMS) WENT OFFLINE AFTER TRIPPING.,,
240SQ.MM,PILC,11KV,HTCF SECTION,PARKSITE REHAB HSG,30927,VIKHROLI HILL 6,15099,,,
240SQ.MM,PILC,11KV,HTCF SECTION,PARLE EAST SHOPPING,5498,SUKH SAGAR,9669,1) OPERATION SQUAD WAS AT FOOD AND DRUG CSS FOR LOAD READING. .,,
240SQ.MM,PILC,11KV,HTCF SECTION,ROY APARTMENT,15336,AIRPORT AUTHORITY OF INDIA,40815,1)FAILED TO OPEN AIRPORT CONTROL TOWER S/S SW.NO.12856 FAILED TO OPERATE FROM SCADA.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,SAKI EST 5,16859,SAKI EST 2,29672,1) FPI MALFUNCTION AT VIHAR RD. REC-STN SW.NO.29280 (GLOWN). 2) FPI MALFUNCTION AT SAKI EST 2 S/S SW.NO.29672 (GLOWN). 3) DMS OFFLINE AT KRISLON S/S. 4)KRISLON S/S DMS SW.NO.05059 SWITCH MECHANISM PROBLEM. 5) KRISLON S/S SW.5059 OPERATED AFTER 2 MINS OF COMMAND GIVEN FROM DMS 6) KRISLON S/S SW.5059 CLOSE STATUS NOT UPDATING ON SCADA 7) HEAVY TRAFFIC ON ANDHERI KURLA ROAD SAKI VIHAR ROAD & D P ROAD NO.9 . 6) ISOLATION DIVERTED ON MAROL R/S F-3730 TO AVOID VOLTAGE FLUCTUATION TO PREMIUM CONSUMERS FED FROM VIHAR R/S 11 KV BUS.,,
240SQ.MM,PILC,11KV,HTCF SECTION,SANTOSHI MATA NAGAR,14318,OBERAI FLIGHT KITCHEN,12487,1)FAILED TO CLOSE ASCOT CENTRE S/S DMS SW.NO.19874 FAILED TO OPERATE FROM SCADA. 2)BLUE DART S/S (DMS) WENT OFFLINE AFTER TRIPPING. 3) ACCESS PROBLEM AT ASCOT CENTRE S/S CARD PUNCHING WAS REQUIRED FOR GUARD AT ASCOT CENTRE CSS. FPI NOT WORKING AT SANTOSHI MATA NAGAR CSS.,,
240SQ.MM,PILC,11KV,HTCF SECTION,SHASTRI IND EST,37873,KHARI EAST NO 1,11130,1)SHASTRI IND EST S/S (DMS) WENT OFFLINE AFTER TRIPPING. 2) FPI MALFUNCTION AT KHARI EAST NO 1 S/S SW.NO.11130 (GLOWN). 3) HEAVY TRAFFIC ON D.P. ROAD. DELAY TO UPDATE FPI STATUS AT SHASTRI IND EST..,,
240SQ.MM,PILC,11KV,HTCF SECTION,SWASTIC CHAMBER,12750,CORPORATE PARK NO 2,31304,,,
240SQ.MM,PILC,11KV,HTCF SECTION,SWASTIC CHAMBER,12750,CORPORATE PARK NO 2,31304,1)FAILED TO OPEN SWASTIC DYE S/S DMS SW.NO.04370 FAILED TO OPERATE FROM SCADA. 2)FAILED TO OPEN SWASTIC DYE S/S DMS SW.NO.04373 FAILED TO OPERATE FROM SCADA. 3) FPI MALFUNCTION AT SWASTIC DYE S/S SW.NO.04373 (NOT GLOWN).,,
240SQ.MM,PILC,11KV,HTCF SECTION,TATA HOUSING,11129,VAIBHAV CHAMBERS,25822,1)TATA HOUSING S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND. (INITIALLY OPERATED & THEN WENT OFFLINE. AGAIN CAME ONLINE & OPERATED). 2) FPI NOT WORKING AT VAIBHAV CHAMBERS S/S..,WENT OFFLINE,
240SQ.MM,PILC,11KV,HTCF SECTION,TATA HOUSING,11129,VAIBHAV CHAMBERS,25822,,,
240SQ.MM,PILC,11KV,HTCF SECTION,TEMPLE VIEW NO.2,12657,HEAVEN KORES NO.1,10050,,,
240SQ.MM,PILC,11KV,HTCF SECTION,VIDYA SAGAR,11108,TEMPLE VIEW NO.1,10349,1)FAILED TO OPEN HEAVEN KORES NO.1 S/S DMS SW.NO.10050 FAILED TO OPERATE FROM SCADA. 2)FAILED TO CLOSE HEAVEN KORES NO.1 S/S DMS SW.NO.10050 FAILED TO OPERATE FROM SCADA.,,
240SQ.MM,PILC,11KV,HTCF SECTION,VIKHROLI CLY 1,10610,VIKHROLI BUS DEPOT EAST,5671,1) FEEDER TRIPPING AT HINGWALA LANE REC-STN SW.NO.34311. 2) FPI MALFUNCTION AT VIKHROLI CLY 2 S/S SW.NO.14053 (NOT GLOWN). 3)VIKHROLI BUS DEPOT EAST S/S (DMS) WENT OFFLINE AFTER GIVING COMMAND.,,
240SQ.MM,PILC,11KV,HTCF SECTION,,,,,1)FAILED TO OPEN GHATKOPAR SWITCH HOUSE S/S DMS SW.NO.00483 FAILED TO OPERATE FROM SCADA.,,
240SQ.MM,PILC,11KV,HTCF SECTION,WADALA RD,13928,VIJAY NGR APT 2,18342,,,
240SQ.MM,PILC,11KV,HTCF SECTION,WADALA RD,13928,VIJAY NGR APT 2,18342,,,
240SQ.MM,PILC,11KV,HTCF SECTION,WADALA RD,13928,VIJAY NGR APT 2,18342,,,
